user_id,url,session_id,timestamp,page_views,session_length_seconds,is_bounce
u131,/home,sess_0568,2024-01-01 14:12:04,3,2741,0
u024,/search,sess_0569,2024-01-01 18:31:07,9,457,0
u079,/about,sess_0570,2024-01-01 15:19:44,13,1032,0
u140,/login,sess_0571,2024-01-01 12:56:22,5,2643,0
u181,/cart,sess_0572,2024-01-01 12:27:54,15,2789,0
u145,/product,sess_0573,2024-01-01 22:59:27,13,955,0
u130,/home,sess_0574,2024-01-01 17:33:23,16,2384,0
u048,/home,sess_0575,2024-01-01 19:45:11,13,1487,0
u019,/checkout,sess_0576,2024-01-01 10:31:16,11,3370,0
u011,/home,sess_0577,2024-01-01 21:24:44,9,358,0
u119,/home,sess_0578,2024-01-01 18:37:15,15,1075,0
u148,/blog,sess_0579,2024-01-01 17:37:34,18,187,0
u077,/cart,sess_0580,2024-01-01 00:51:20,13,3555,0
u121,/checkout,sess_0581,2024-01-01 23:35:22,4,3499,0
u094,/signup,sess_0582,2024-01-01 23:16:43,19,2627,0
u159,/product,sess_0583,2024-01-01 20:12:04,13,2178,0
u068,/search,sess_0584,2024-01-01 12:44:56,3,2797,0
u128,/home,sess_0585,2024-01-01 08:28:16,15,2281,0
u007,/blog,sess_0586,2024-01-01 05:34:21,5,516,0
u078,/search,sess_0587,2024-01-01 07:42:53,8,1184,0
u056,/terms,sess_0588,2024-01-01 06:21:19,18,521,0
u113,/blog,sess_0589,2024-01-01 01:27:58,7,3295,0
u141,/search,sess_0590,2024-01-01 09:19:33,6,257,0
u008,/terms,sess_0591,2024-01-01 14:22:20,12,1838,0
u017,/contact,sess_0592,2024-01-01 22:11:51,18,1758,0
u133,/login,sess_0593,2024-01-01 12:18:08,6,517,0
u057,/cart,sess_0594,2024-01-01 22:52:48,15,2435,0
u004,/checkout,sess_0595,2024-01-01 12:34:26,16,1562,0
u099,/home,sess_0596,2024-01-01 00:40:41,20,1793,0
u168,/about,sess_0597,2024-01-01 21:56:39,4,3552,0
u182,/faq,sess_0598,2024-01-01 09:04:49,11,1875,0
u010,/cart,sess_0599,2024-01-01 01:36:12,20,1499,0
u190,/home,sess_0600,2024-01-01 15:18:31,17,1634,0
u069,/checkout,sess_0601,2024-01-01 22:16:53,9,2809,0
u012,/checkout,sess_0602,2024-01-01 00:04:28,7,121,0
u099,/cart,sess_0603,2024-01-01 00:10:56,10,3578,0
u039,/home,sess_0604,2024-01-01 03:16:47,15,3502,0
u104,/cart,sess_0605,2024-01-01 06:10:07,1,2579,1
u189,/product,sess_0606,2024-01-01 19:41:17,12,2958,0
u074,/pricing,sess_0607,2024-01-01 11:07:57,13,2645,0
u133,/cart,sess_0608,2024-01-01 06:01:42,19,1005,0
u002,/blog,sess_0609,2024-01-01 14:01:44,17,155,0
u104,/privacy,sess_0610,2024-01-01 21:05:52,20,3400,0
u108,/search,sess_0611,2024-01-01 16:23:20,12,2620,0
u045,/privacy,sess_0612,2024-01-01 04:57:22,17,91,0
u124,/product,sess_0613,2024-01-01 00:58:52,7,2175,0
u180,/cart,sess_0614,2024-01-01 01:13:22,20,96,0
u060,/search,sess_0615,2024-01-01 14:42:58,5,1903,0
u128,/privacy,sess_0616,2024-01-01 19:43:29,5,922,0
u125,/product,sess_0617,2024-01-01 18:38:56,16,2089,0
u158,/faq,sess_0618,2024-01-01 16:12:33,3,2696,0
u061,/about,sess_0619,2024-01-01 01:42:18,7,572,0
u174,/about,sess_0620,2024-01-01 19:34:29,1,2044,1
u192,/login,sess_0621,2024-01-01 04:45:13,15,2980,0
u110,/home,sess_0622,2024-01-01 14:55:15,17,171,0
u185,/checkout,sess_0623,2024-01-01 07:44:38,3,2466,0
u165,/contact,sess_0624,2024-01-01 20:52:51,7,664,0
u083,/cart,sess_0625,2024-01-01 10:56:37,8,775,0
u171,/login,sess_0626,2024-01-01 04:40:58,13,1677,0
u065,/cart,sess_0627,2024-01-01 10:46:08,19,3057,0
u069,/home,sess_0628,2024-01-01 00:07:42,18,633,0
u135,/search,sess_0629,2024-01-01 01:12:56,2,2569,0
u158,/pricing,sess_0630,2024-01-01 09:39:38,17,148,0
u092,/contact,sess_0631,2024-01-01 07:41:23,5,1471,0
u061,/terms,sess_0632,2024-01-01 01:09:35,20,2832,0
u056,/privacy,sess_0633,2024-01-01 08:48:26,15,254,0
u134,/signup,sess_0634,2024-01-01 13:11:22,5,2537,0
u195,/checkout,sess_0635,2024-01-01 08:31:03,12,306,0
u150,/pricing,sess_0636,2024-01-01 16:13:53,8,236,0
u138,/checkout,sess_0637,2024-01-01 08:34:07,7,2175,0
u113,/checkout,sess_0638,2024-01-01 14:04:49,15,2586,0
u018,/privacy,sess_0639,2024-01-01 21:57:17,15,774,0
u148,/pricing,sess_0640,2024-01-01 20:29:43,1,3591,1
u136,/blog,sess_0641,2024-01-01 13:16:00,10,1838,0
u144,/signup,sess_0642,2024-01-01 04:55:11,4,1361,0
u033,/terms,sess_0643,2024-01-01 14:25:05,13,2985,0
u078,/search,sess_0644,2024-01-01 13:23:23,13,2278,0
u193,/blog,sess_0645,2024-01-01 09:33:44,3,1378,0
u053,/pricing,sess_0646,2024-01-01 09:33:07,18,1619,0
u105,/terms,sess_0647,2024-01-01 14:31:51,6,441,0
u044,/signup,sess_0648,2024-01-01 06:39:39,8,1332,0
u129,/contact,sess_0649,2024-01-01 21:32:30,20,3525,0
u091,/contact,sess_0650,2024-01-01 13:10:13,12,2696,0
u181,/search,sess_0651,2024-01-01 01:00:33,10,3235,0
u033,/terms,sess_0652,2024-01-01 21:42:47,13,1018,0
u097,/contact,sess_0653,2024-01-01 12:43:35,20,1489,0
u150,/pricing,sess_0654,2024-01-01 18:11:41,15,1706,0
u092,/contact,sess_0655,2024-01-01 06:47:53,5,1385,0
u186,/checkout,sess_0656,2024-01-01 00:24:19,3,866,0
u107,/about,sess_0657,2024-01-01 06:22:55,6,338,0
u026,/about,sess_0658,2024-01-01 06:05:49,12,2576,0
u080,/signup,sess_0659,2024-01-01 16:24:04,1,3164,1
u141,/faq,sess_0660,2024-01-01 02:27:46,10,2381,0
u108,/product,sess_0661,2024-01-01 16:44:22,19,2240,0
u097,/login,sess_0662,2024-01-01 12:50:48,12,3090,0
u061,/login,sess_0663,2024-01-01 21:45:42,19,2492,0
u167,/pricing,sess_0664,2024-01-01 17:22:58,19,3014,0
u120,/pricing,sess_0665,2024-01-01 00:42:59,13,2415,0
u092,/search,sess_0666,2024-01-01 12:07:11,7,2001,0
u193,/contact,sess_0667,2024-01-01 11:26:10,6,2435,0
u046,/faq,sess_0668,2024-01-01 08:11:42,6,2348,0
